Author,date,title,name_of_journ,coverage,impact_factor,vol_no,issn_isbn,indexing,inv_paper,prof_inv_file,studs_involved,proof
Dr. Saswati Barman,2020,Magnetic vortex transistor based tri-state buffer Switch,Journal of Magnetism and Magnetic Materials,International,2.993,"Vol. 502, Page 166520",NA,"SCI, SCOPUS, Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Saswati Barman,2020,Anisotropic spin waves in two-dimensional triangular shaped bi-component magnonic crystal,Journal of Magnetism and Magnetic Materials,International,2.993,"Vol. 490, Page 165484",NA,"SCI, SCOPUS, Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Saswati Barman,2020,Controlled evolution of spin waves in unconventional defective honeycomb antidot lattices,Journal of Magnetism and Magnetic Materials,International,2.993,"Vol. 489, Page 165408",NA,"SCI, SCOPUS, Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Saswati Barman,2020,Tunability of Domain Structure and Magnonic Spectra in Antidot Arrays of Heusler Alloy,Phys. Rev. Appl.,International,4.985,"Vol. 12, Page 14043",NA,"SCI, SCOPUS, Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Kakoli Dutta,2020,Extraction of Antioxidants from spices,International Journal of Chemical and Environmental Sciences,International,NA,"Vol. 1(3), Page 104-114",2687-7937(online) 2689-6389(print),NA,No,NA,0,https://drive.google.com/file/d/1ME5GejycIpipY1oAb0vw_2TLhbi53lPS/view?usp=sharing
Dr. Soumyadipta Pal,2020,BCS theory of superconductivity: a pedagogic short review by mathematical descriptions,International Journal of Innovative Research in Physics (IJIIP),International,NA,"Vol. 1, Issue 4, Page 15-37","(ISSN Number(Online) - 2687-7902)
 (ISSN Number(Print) - 2689-484X)",NA,No,NA,0,https://drive.google.com/file/d/19rS2-m0pi-0XqzxPSMWjiu2Tpery2l-Z/view?usp=sharing
Amartya Mukherjee,2020,Hybrid mobility aware intelligent load forecasting by Edge enabled Internet of Drone Things for Smart Grid networks,"International Journal of parallel programming, Springer",International,1.244,"Vol. 49, Page 1-41",10766-020-00675-x,SCI,No,NA,1,https://drive.google.com/file/d/1odBQC-CzUE2NGY0WG9SINGcwg1Qu3aMF/view?usp=sharing
Abhijit Kargupta,2020,DEVELOPMENT OF GRAPHENE BASED NANOSTRUCTURES AND ITS APPLICATIONS IN FOOD QUALITY CONTROL AND HEALTHCARE,World Journal of Engineering Research and Technology,International,5.924,"Vol. 6, Issue 5, Page 141-150",2454-695X,NA,No,NA,2,https://drive.google.com/file/d/1128JTO29ck6DsFO9LmSQsScfEO7GOX_Y/view?usp=sharing
Krishanu Deyasi,2020,Integrated Regulation of HuR by Translation Repression and Protein Degradation Determines Pulsatile Expression of p53 Under DNA Damage,iScience,International,NIL,"Vol. 15, Page 342-359",2589-0042,SCIE,No,NA,0,https://www.dropbox.com/s/mmla5qyr2atnv94/1-s2.0-s2589004219301385-main.pdf?dl=0
Krishanu Deyasi,2020,Computing the Geodesic Distance Between Two Points In a Polyhedral Solid,International Journal of Advanced Science and Engineering,International,NIL,"Vol. 6, Page 21-24",2349-5359,NA,No,NA,1,https://www.dropbox.com/s/cxprw5v7g9pnrz9/paper5.pdf?dl=0
Dibakar Roy Choudhury,2020,An Eco Friendly Substitute of Asphalt Binder – Review,International Journal of Chemical and Environmental Sciences,International,NIL,"Vol. 1, Page 64-69",ISSN 2689-6389 (Print)ISSN 2687-7939 (Online),NA,No,NA,4,https://drive.google.com/file/d/1AkiQJp_ls0ptwLt4xMi6s7zPvED3xHST/view?usp=sharing 
Dr. Kakoli Dutta,2020,Application of Fluorescence spectroscopy in the field of cancer treatment,International Journal of Innovative Research in Physics,International,NA,"Vol. 1, Issue 2, Page 30-32","(ISSN Number(Online) - 2687-7902)
 (ISSN Number(Print) - 2689-484X)",NO,No,NA,1,https://drive.google.com/file/d/1BfweGGDsipgDqVxr-lT2MplZARpE0i9f/view?usp=sharing
Arnab Basu,2020,Quantum teleportation: a hypothetical concept,International Journal of Innovative Research in Physics,International,NA,"Vol. 1, Issue 2, Page 33-36","(ISSN Number(Online) - 2687-7902)
  (ISSN Number(Print) - 2689-484X)",No,No,NA,6,https://ijiip.smartsociety.org/vo1_issue2/IJIIP_Vol_1_Issue_2-Paper_7.pdf
Dr. Kakoli Dutta,2020,Producing Renewable Energy in an Alternate Way,International Journal of Innovative Research in Physics,international,NA,"Vol. 1, Issue 2, Page 46-48","(ISSN Number(Online) - 2687-7902)
 (ISSN Number(Print) - 2689-484X)",No,No,NA,2,https://drive.google.com/file/d/1D93YLT4s7jg9PwLt8k3gQTLHnp0kKH6y/view?usp=sharing
Soumen Nandi,2020,Classification of edge-critical underlying absolute planar cliques for signed graphs,AUSTRALASIAN JOURNAL OF COMBINATORICS,International,0.92,"Vol. 77, Issue 1, Page 117",ISSN: 1034-4942 (print); 2202-3518 (web),SCOPUS,No,NA,0,https://drive.google.com/file/d/1LGnQ8fQSFI4ny4-pfO-EsI_UpYinVhvG/view?usp=sharing
Abhishikta Bhattacharjee,2020,Role of English as a Medium of Communication for Engineering Students,International Journal of English Learning and Teaching Skills,International,0,"Vol. 2, Issue 4",ISSN : 2639-7412 (Print) ISSN : 2638-5546 (Online),Google Scholar,No,NA,1,https://drive.google.com/file/d/17aLOdPPRajZhQS5CJDEG5OtUnBtSdMMj/view?usp=sharing
Soumen Nandi,2020,Efficient algorithm for computing the triangle maximizing the length of its smallest side inside a covex polygon,International Journal of Foundation of Computer Science,International,0.82,"Vol. 31, Issue 4, Page 421-443",ISSN (print): 0129-0541. ISSN (online): 1793-6373,SCI,No,NA,0,https://drive.google.com/file/d/1l1yT079VuBrtaF7wMiD3bfeJRCisugvy/view?usp=sharing
Soumen Nandi,2020,"Erratum to ""On oriented cliques with respect to push operation"" [Discrete Appl. Math. 232 (2017) 50-63]",Discrete Applied Mathematics,International,1.139,"Vol. 258, Page 276-278",ISSN: 0166-218X,SCI,No,NA,0,https://drive.google.com/file/d/1iqOwdyuZl5pm0OCQWO1b6evX1rQJIJEe/view?usp=sharing
Amartya Mukherjee,2020,QoS aware MQTT middleware for mobile edge computing in opportunistic internet of drone things,Computer Communications,International,2.816,"Vol. 152, Page 93-98",ISSN: 0140-3664,SCI,No,NA,0,https://drive.google.com/file/d/1NXMH2ZQMm9dVfyUmrf_OuHrbBgcU_YoM/view?usp=sharing
Amartya Mukherjee,2020,Lightweight sustainable intelligent load forecasting platform for smart grid applications,Sustainable Computing: Informatics and Systems,International,2.798,"Vol. 25, Page 100356",ISSN: 2210-5379,SCI,No,NA,1,https://drive.google.com/file/d/14KJJhaFR0vfiQu8vsgAWsBcPScjUSa3j/view?usp=sharing
Dr. Ranabir Banik,2020,Observation of signature partner bands in 117Sb,Phys. Rev. C,International,2.988,"Vol. 101, Page 14322","2469-9985 (print)
  2469-9993 (online)","SCOPUS, Web of Science",No,NA,0,https://drive.google.com/file/d/1Ovwwb6-Vb3WmZuGbT_zY5uV6WpEpr7By/view?usp=sharing
Dr. Kamakhya Prasad Ghatak,2020,ELECTRON ENERGY SPECTRA IN QUANTIZED STRUCTURES,JOURNAL OF MATHEMATICAL SCIENCES & COMPUTATIONAL MATHEMATICS,National,NA,Page 374,ISBN-2688-8300,Google Scholar,No,NA,0,https://drive.google.com/file/d/18iQXwXRkq9iqGNasGy8GSA4cd_eAhP5B/view?usp=sharing
Prabir Kumar Das,2020,ELECTRON ENERGY SPECTRA IN QUANTIZED STRUCTURES,JOURNAL OF MATHEMATICAL SCIENCES & COMPUTATIONAL MATHEMATICS,National,NA,Page 374,ISBN-2688-8300,Google Scholar,No,NA,0,https://drive.google.com/file/d/18iQXwXRkq9iqGNasGy8GSA4cd_eAhP5B/view?usp=sharing
Dr. Phanibhusan Ghosh,2020,"Environmental variables regulating organic carbon dynamics of Sundarban mangrove Ecosystem, India",International Journal of Chemical and Environmental Sciences,International,Nil,"Vol. 2, Issue 1, Page 7-17",ISSN 2689-6389 (Print)ISSN 2687-7939 (Online),NA,No,NA,5,https://drive.google.com/file/d/1TohMAyCVYwa_VcW0G142pGMEzdoQVN6F/view?usp=sharing
Dr. Anubhab Ray,2020,Extreme contractions on finite-dimensional polygonal Banach spaces. II,Journal of Operator Theory,International,0.69,"Vol. 84, Issue 1, Page 127-137",1841-7744,SCI,No,NA,0,https://drive.google.com/file/d/15s0sMWpdZ5-6r-0AKCUcNgUY19eSLFy6/view?usp=sharing
Dr. Anubhab Ray,2020,A complete characterization of smoothness in the space of bounded linear operators,Linear and Multilinear Algebra,International,1.112,"Vol. 68, Issue 12, Page 2484-2494",0308-1087,SCIE,No,NA,0,https://drive.google.com/file/d/15oekymBw9_Zp1_ShsHKnCh7uj0P0cE8y/view?usp=sharing
Dr. Phanibhusan Ghosh,2020,Temporal stratification of weeds under System of Rice Intensification and conventional rice cultivation Received for,International Journal of Chemical and Environmental Sciences,International,Nil,"Vol. 2, Issue 1, Page 41-52",ISSN 2689-6389 (Print)ISSN 2687-7939 (Online),NA,No,NA,5,https://drive.google.com/file/d/1WFjiUzZV6kami59okXfiGV1D2_3wiLji/view?usp=sharing
Biswadip Basu Mallik,2020,HEAD INJURY NEEDS LIFE SAVING CARE – AN ANALYTICAL STUDY,Journal of Mathematical Sciences & Computational Mathematics(JMSCM),International,Nil,"Vol. 1, Issue 2, Page 218-224",ISSN 2688-8300 (Print) ISSN 2644-3368 (Online),NA,No,NA,4,https://drive.google.com/drive/folders/1NwI548YVW7DXqti1S3gyueJ0BeFAVWEA?usp=sharing
Biswadip Basu Mallik,2020,A Mathematical Model of Blood Flow in a Catheterized artery with multiple stenoses,American Journal of Advanced Computing,International,Nil,"Vol. 1, Issue 1 Page No - 38 - 42",ISSN Number (Online) - 2368-1209 ISSN Number (Print) - 2691-5944,NA,No,NA,0,https://drive.google.com/drive/folders/1NwI548YVW7DXqti1S3gyueJ0BeFAVWEA?usp=sharing
Biswadip Basu Mallik,2020,A BRIEF IDEA ON THE HOMOMORPHIC ENCRYPTION FOR DATA SECURITY,Journal of Mathematical Sciences & Computational Mathematics(JMSCM),International,Nil,"Vol. 1, Issue 2, Page 239-250",ISSN 2688-8300 (Print) ISSN 2644-3368 (Online),NA,No,NA,8,https://drive.google.com/drive/folders/1NwI548YVW7DXqti1S3gyueJ0BeFAVWEA?usp=sharing
Biswadip Basu Mallik,2020,A REVIEW ON NON-UNIQUE REPRESENTATIONS OF POSITIVE INTEGERS AS 2^X + 3^Y FOR NON-NEGATIVE INTEGERS X AND Y,Journal of Mathematical Sciences & Computational Mathematics(JMSCM),International,Nil,"Vol. 1, Issue 3, Page 262-271",ISSN 2688-8300 (Print) ISSN 2644-3368 (Online),NA,No,NA,4,https://drive.google.com/drive/folders/1NwI548YVW7DXqti1S3gyueJ0BeFAVWEA?usp=sharing
Dr. Chandan Adhikari,2020,Mesoporous Nanoparticles As Efficient Drug Delivery Vehicle: A Concise Review,European Journal of Molecular & Clinical Medicine,International,NA,"Volume 07, Issue 07, Page No: 3932-3939",ISSN 2515-8260,Scopus,No,NA,0,https://bit.ly/2UdPDye
Dr. Chandan Adhikari,2020,"Synthesis, Characterization and Application of Zeolitic Imidazole Framework-Mesoporous Silica Nanospheres Composite: A Hybrid Porous Composite for Drug Delivery",Journal of Physics: Conference Series,International,0.55,"Volume: 1531, Page Number: 1-29",Online ISSN: 1742-6596 Print ISSN: 1742-6588,Scopus,No,NA,0,https://bit.ly/3y8yMvK
Dr. Chandan Adhikari,2020,Sunlight Assisted Degradation of Methylene Blue as a Model Dye using Bismuth Oxychloride Nanoparticles: Ecofriendly and Industry Efficient Photocatalysis for Waste Chemical Treatment,ASSIIAN JJOURNAL OF CHEMIISSTRY,International,SJR O.15,"Vol. 32, Issue No. 1, Page No: 115-121",ISSN: 0975-427X,Scopus,No,NA,0,https://bit.ly/3x8ds9h
Santanu Das,2020,Geometry of tetrahedron and computation of the face angles of a tetrahedron with the help of c language,Journal of Mathematical Sciences & Computational Mathematics(JMSCM),International,Nil,"Vol. 1, Issue 3, Page 300-310",ISSN 2688-8300 (Print) ISSN 2644-3368 (Online),NA,No,NA,2,https://drive.google.com/file/d/1oFjdrzTU38aCu2T-zgl5IUaCKss1WrUF/view?usp=sharing
Dr. Samapika Das Biswas,2020,Smart Classroom-An Innovative Concept of Modern Education,"International Journal of English Learning
& Teaching Skills,",International,NA,"Vol. 2 Issue 3, Pg 1436-1452.","Online: 2638 – 5546 ISSN: – Print Version: 2639 –
7412",NA,No,NA,2,DOI: doi.org/10.15864/ijelts.2311
Soumen Nandi,2021,Pushable chromatic number of graphs with degree constraints,Discrete Mathematics,International,0.87,"Vol. 344, Issue 1, Page 112151",ISSN: 0012-365X,SCI,No,NA,0,https://drive.google.com/file/d/19U-dr4Kgn9Xm4MzCDGrzmsnV7ajv2d00/view?usp=sharing
Dr. Ranabir Banik,2021,New lifetime measurement for the 2+1 level in 112Sn by the Doppler-shift attenuation method,Physical Review C,International,2.988,"Vol. 103, Page 44306","2469-9985 (print)
  2469-9993 (online)","SCI, SCOPUS, Web of Science",No,NA,0,https://drive.google.com/file/d/1F2VIjwsXiQS_jBmd-GaC-qON9ctZhCzq/view?usp=sharing
Abhishikta Bhattacharjee,2021,"Rethinking Diasporic,Cultural and Religious Identity through the Eyes of Celluloid (in Press)",International Journal of English Learning & Teaching Skills,International,NA,"Vol. 3, No. 4",ISSN: – Online: 2638 – 5546 ISSN: – Print Version: 2639 – 7412,Google Scholar,No,NA,0,https://drive.google.com/file/d/1KyeOrebouJjgY9FozZA8y5S3mH7hFLEI/view?usp=sharing
Dr. Phanibhusan Ghosh,2021,"Shoreline changes and its impact on the mangrove ecosystems of
  some islands of Indian Sundarbans, North-East coast of India",Journal of Cleaner Production,International,7.246,"Vol. 284, Page 124764",ISSN: 0959-6526,Scopus,No,NA,3,https://drive.google.com/file/d/1ZytsrmAVcKG3eBjWpq3xsuHb4rw2vzwy/view?usp=sharing
Dr. Phanibhusan Ghosh,2021,"Assessment of changes in land use, land cover, and land surface temperature in the mangrove forest of Sundarbans, northeast coast of India",Environment Development and Sustainability,International,2.191,"Vol. 23, Issue 2, Page 1917-1943",Electronic ISSN 1573-2975 Print ISSN 1387-585X, Scopus,No,NA,3,https://drive.google.com/file/d/1iQXXOIXYhKrMOiOhHZqjWI-hlfoN5s4I/view?usp=sharing
Dr. Soumyadipta Pal,2021,Simplified approach of investigation of binding energy for fermionic pairing in two dimensional Fermi liquid type superconducting materials at finite low temperature,Physica C: Superconductivity and its applications,International,1.241,"Vol. 581, Page 1353804",0921-4534,SCI,No,NA,0,https://drive.google.com/file/d/14YeR-15ngMmcRxRPeFcSWZEL3edL0-_7/view?usp=sharing
Dr. Soumyadipta Pal,2021,The resistivity upturn in Ni-Mn-In alloys exhibiting magnetic field induced shift in martensitic transition with and without Co doping,Journal of Alloys and Compounds,International,4.65,"Vol. 856, Page 157405",0925-8388,SCI,No,NA,0,https://drive.google.com/file/d/1mtg7Ap8C0svHQ8DCpDeaXCAlRBgwp6n7/view?usp=sharing
Dr. Saswati Barman,2021,Nanochannels for spin-wave manipulation in Ni80Fe20 nanodot arrays,Journal of Magnetism and Magnetic Materials,International,2.993,"Vol. 522, Page 167550",NA,"SCI, Scopus, Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Chandan Adhikari,2021,Recent Developments in Preparation and Applications of Metal Organic Framework: A Concise Review,Asian Journal of Chemistry,International,SJR:0.14,"Vol. 33, Issue 5, Page 956-963","0975-427X (Online)
  0970-7077 (Print)",SCOPUS,No,NA,0,https://drive.google.com/file/d/1Z9XCO17djD8hMAwp-OTDuHjW81wZ6mxW/view?usp=sharing
Biswadip Basu Mallik,2021,Mathematical Modeling of Pulsatile flow of non-Newtonian fluid through a constricted artery,Mathematical Modelling of Engineering Problems(MMEP),International,0.853,Vol. 8 No 3 pp 485 - 491,2369-0739 (print); 2369-0747 (online),Scopus,No,NA,4,https://drive.google.com/drive/folders/1I9a2T5Dk2LfaT9s9uW6-DbtGch9MhGh_?usp=sharing
Ayan Kumar Panja,2021,Time Series Analysis of COVID-19 Data to Study the Effect of Lockdown and Unlock in India,"Journal of The Institution of Engineers (India): Series B, Springer",International,NA,NA,NA,Scopus,No,NA,0,https://link.springer.com/article/10.1007/s40031-021-00585-7
Dr. Saswati Barman,2021,Comparison of Spin-Wave Modes in Connected and Disconnected Artificial Spin Ice Nanostructures Using Brillouin Light Scattering Spectroscopy,ACS Nano,International,15.881,NA,NA,"SCI, Scopus, Web of Science",No,NA,0,https://drive.google.com/file/d/1SWSfmln7YXCSFBx7NXkQqNjkMJBCNGrn/view?usp=sharing
Dr. Saswati Barman,2021,Observation of Magnon-Magnon Coupling with High Cooperativity in Ni80Fe20 Cross-shaped Nanoring Array,Nanotechnology,International,3.874,Accepted,NA,"SCI, Scopus, Web of Science",No,NA,0,https://drive.google.com/file/d/1SWSfmln7YXCSFBx7NXkQqNjkMJBCNGrn/view?usp=sharing
Dr. Saswati Barman,2021,Magnonic Crystals with Complex Geometry,Phys. Rev B,International,4.036,"Vol. 103, Page 06440",NA,"SCI, Scopus, Web of Science",No,NA,0,https://drive.google.com/file/d/1SWSfmln7YXCSFBx7NXkQqNjkMJBCNGrn/view?usp=sharing
Dr. Saswati Barman,2021,Resonant amplification of intrinsic magnon modes and generation of new extrinsic modes in a two-dimensional array of interacting multiferroic nanomagnets by surface acoustic waves,Nanoscale,International,6.895,"13 (22), 10016-10023",NA,"SCI, Scopus, Web of Science",No,NA,0,https://drive.google.com/file/d/1SWSfmln7YXCSFBx7NXkQqNjkMJBCNGrn/view?usp=sharing
Dr. Phanibhusan Ghosh,2021,"Phytoremediation Potential of Elements By Weed Species Around Solid Waste Dumping Ground, Berhampur, West Bengal, India",Pollution Research ,National ,0.52,"40 (3), 344-352",ISSN 0257–8050,SCOPUS,No,NA,1,https://drive.google.com/file/d/1DwGhNq86dp5ZVPTMlygSOvIOKsiEkPip/view?usp=sharing
Dibakar Roy Choudhury,2021,IN-SILICO STUDY OF TOXICITY MECHANISMS FOR METABOLITES OF PHYTO-COMPOUNDS FROM MUSA SP. COMPARED TO SYNTHETIC MEDICINE RANITIDINE,International Journal of Pharmaceutical Sciences and research,International,2.44,12(3): 1521-1528,E-ISSN: 0975-8232; P-ISSN: 2320-5148,WEB OF SCIENCE,No,NA,0,https://drive.google.com/file/d/1Ar5Q-hTSxdOGxmSsiWtCeiekoz--tap-/view?usp=sharing
Dr. Samapika Das Biswas,2021,A Comprehensive Analysis of the Possible Impact of the COVID-19 Pandemic on the Growth and Development of Children,The International Journal of Indian Psychology,International,NA,"paper has been accepted for publishing, yet to be published in the recent issue","ISSN (electronic): 2348-5396 
ISSN (Print):2349-3429",UGC,Yes,NA,0,https://drive.google.com/file/d/1iRPTxfrxy01DAfG5o5dhkWxYoM1rWXNX/view?usp=sharing
Dr. Samapika Das Biswas,2021,Urban Planning in Response to Global Pandemic to Efficiently Absorb Pandemic Shocks: Psychological Aspect,International Journal of English Learning & Teaching Skills,International,NA,Vol 3.2 PP. 2157-2167,ISSN: – Online: 2638 – 5546 ISSN: – Print Version: 2639 – 7412,NA,No,NA,0,DOI: doi.org/10.15864/ijelts.3219
Dr. Chandan Adhikari,2021,"Polymer nanoparticles-preparations, applications and future insights: a concise review",Polymer-Plastics Technology and Materials,International,1.78,NA , ISSN: 2574-089X,"Scopus, Web of Science, SCIE",No,NA,0,https://drive.google.com/file/d/17yr0iNFE6vx4aDrW9OW_r95FC6Jz9QGj/view?usp=sharing
